,tagID,value,uses,popularity
1017,827,medieval,16,16
1018,4924,1950s,16,16
1019,1236,1970,16,16
1020,11509,tuareg,16,16
1021,2479,drum n bass,16,16
1022,4855,david guetta,16,16
1023,8312,songs to make florchuchizz cry,16,16
1024,1081,favourite albums,16,16
1025,551,lastfm hipster artists,16,16
1026,2201,american punk,16,16
1027,739,swedish metal,16,16
1028,291,greek,16,16
1029,843,rock ballad,16,16
1030,1486,french pop,16,16
1031,6803,countries,16,16
1032,388,brit rock,16,16
1033,301,eurovision,16,16
1034,11025,a god on the earth,16,16
1035,633,miley cyrus,16,16
1036,1468,roots reggae,16,16
1037,916,1985 songs,16,16
1038,8024,deutschland,16,16
1039,1892,funk rock,16,16
1040,2211,chaotic hardcore,16,16
1041,2280,italy,16,16
1042,908,1980 songs,16,16
1043,2958,new jersey,16,16
1044,9955,bruno likes this song,16,16
1045,9437,witch-clash,16,16
1046,563,terrorbanana,16,16
1047,10259,techno brut,16,16
1048,8517,wales,16,16
1049,243,spanish rock,16,16
1050,8861,wake up,16,16
1051,11935,smash it up,16,16
1052,7657,mute records,16,16
1053,3595,ethno,16,16
1054,1950,dazs favourites,16,16
1055,965,absolute disco,16,16
1056,1490,fav tracks,15,15
1057,2231,traditional country,15,15
1058,2415,rio,15,15
1059,8575,donna,15,15
1060,9323,j-music,15,15
1061,4929,1990's,15,15
1062,6808,cars,15,15
1063,3004,catchy as hell,15,15
1064,1971,euro 90s,15,15
1065,2010,coldplay,15,15
1066,2009,muse,15,15
1067,1071,rock 'n' roll,15,15
1068,11613,btvs,15,15
1069,923,1986 songs,15,15
1070,12267,keep ya calm,15,15
1071,1849,orgasm,15,15
1072,1339,seattle,15,15
1073,3045,tech house,15,15
1074,6813,time,15,15
1075,11532,blissrock,15,15
1076,6802,originals,15,15
1077,8518,songs diana sang on x factor,15,15
1078,8576,bobbi,15,15
1079,854,spiritual,15,15
1080,4930,40s,15,15
1081,11314,trashbag filled with vomit,15,15
1082,2998,upbeat,15,15
1083,2463,gold,15,15
1084,6105,eletropop,15,15
1085,6104,addiction,15,15
1086,12290,hellcats,15,15
1087,544,composers,15,15
1088,2809,rock nacional,15,15
1089,562,futuremelon,15,15
1090,11488,soundtrack of my childhood,15,15
1091,10116,great covers,15,15
1092,398,alternative pop,15,15
1093,215,icon,15,15
1094,12093,ethnic chill,15,15
1095,736,dance rock,15,15
1096,96,spring,15,15
1097,7408,lunic,15,15
1098,1029,1993,15,15
1099,3831,feelgood,15,15
1100,2607,fifties,15,15
1101,1548,clasica,15,15
1102,12266,brooke fraser,15,15
1103,5317,wistful,14,14
1104,1288,street punk,14,14
1105,5316,anthemic,14,14
1106,7898,breakup music,14,14
1107,6807,boys names,14,14
1108,7896,infatuation,14,14
1109,2734,favorite albums,14,14
1110,5327,lag,14,14
1111,5295,i listened to it over and over again,14,14
1112,138,hard rock - metal,14,14
1113,2345,modern rock,14,14
1114,840,perfect lyrics,14,14
1115,11485,to write love on my arms,14,14
1116,6486,the fact that this is the name of a band makes me want to check their music out even though i do not care much for indie pop,14,14
1117,262,50s rock revival,14,14
1118,495,synth wave,14,14
1119,10586,i buy singles for b-sides like this,14,14
1120,3924,bandas venezolanas,14,14
1121,1474,axe,14,14
1122,1887,intense,14,14
1123,8577,roy,14,14
1124,1645,but the party dont stop,14,14
1125,1028,1987,14,14
1126,10740,fav song,14,14
1127,10213,i fucking love this song,14,14
1128,3525,chanson,14,14
1129,2885,space,14,14
1130,1035,1989,14,14
1131,3929,skinhead reggae,14,14
1132,6799,musical genres,14,14
1133,6765,just could not get any better,14,14
1134,1392,eminem,14,14
1135,684,punk pop,14,14
1136,12095,etheric,14,14
1137,1649,songs i can actually listen to on repeat,14,14
1138,10590,finger snapping,14,14
1139,2216,noisecore,14,14
1140,10232,covers that are actually good,14,14
1141,754,vocalist,14,14
1142,4943,full-on,14,14
1143,3213,eargasm,14,14
1144,7333,quran,14,14
1145,7086,dance party,14,14
1146,286,pretty,14,14
1147,1513,shit,14,14
1148,3215,defiant,14,14
1149,1319,pop princess,14,14
1150,1978,ragga,14,14
1151,8519,tracks i want to see on lastfm,14,14
1152,2190,sertanejo,14,14
1153,3359,lips songs,14,14
1154,767,unreleased,14,14
1155,530,chile,14,14
1156,260,grave stompers,14,14
1157,2762,kick ass,14,14
1158,9435,electroclash ingredients,14,14
1159,7517,brit-pop,14,14
1160,966,oni pout,14,14
1161,8453,fail,14,14
1162,4925,50's,14,14
1163,2668,danceable,14,14
1164,1284,sleaze rock,14,14
1165,6383,classical guitar,14,14
1166,5976,post metal,14,14
1167,6095,oshare kei,14,14
1168,6091,soothing,14,14
1169,3591,must have,14,14
1170,11508,berber,13,13
1171,761,pop metal,13,13
1172,2220,heart,13,13
1173,4846,indian,13,13
1174,1647,for days when i am particularly angry with you,13,13
1175,4429,doo wop,13,13
1176,5934,ramonescore,13,13
1177,430,heavy rock,13,13
1178,967,ohm sweet ohm,13,13
1179,8514,movie songs,13,13
1180,1553,rb,13,13
1181,6577,syncretic,13,13
1182,357,dance pop,13,13
1183,9793,this light,13,13
1184,968,nejlepsi,13,13
1185,4994,movie score composers,13,13
1186,2218,moshcore,13,13
1187,1628,russian pop,13,13
1188,11510,kabyle,13,13
1189,1844,mashup,13,13
1190,5407,stoner,13,13
1191,11489,my own private sunshine,13,13
1192,12291,valentines day,13,13
1193,6623,club classics,13,13
1194,7897,childhood memories,13,13
1195,2661,groovy,13,13
1196,3450,great songs,13,13
1197,2720,talented,13,13
1198,2981,awsome,13,13
1199,9767,soon to be classic,13,13
1200,3603,awesome guitar jams,13,13
1201,4113,dance-punk,13,13
1202,11915,dance dance dance,13,13
1203,595,war,13,13
1204,2308,avantgarde,13,13
1205,1986,progressive deathcore,13,13
1206,12640,devrim,13,13
1207,2195,jangle pop,13,13
1208,7041,big band,13,13
1209,3999,eletronic,13,13
1210,7254,mistagged artist,13,13
1211,8730,drug music,13,13
1212,2030,my 500 essential songs,13,13
1213,94,winter,13,13
1214,7869,my loving,13,13
1215,116,jam,13,13
1216,165,good music,13,13
1217,6805,scifi,13,13
1218,8160,the fucking best,13,13
1219,3510,raw black metal,13,13
1220,791,taylor swift,13,13
1221,4301,officially shit,13,13
1222,9670,tiger,13,13
1223,12534,songs i never get sick of,13,13
1224,902,1979 songs,13,13
1225,8855,smooth night driving,13,13
1226,4418,scrubs,13,13
1227,2333,electro-pop,13,13
1228,12025,powerfull voices,12,12
1229,1739,beautiful female vocalist,12,12
1230,8582,babs,12,12
1231,9474,hans,12,12
1232,10386,none,12,12
1233,3568,r'n'b,12,12
1234,2282,italia,12,12
1235,5296,to sing,12,12
1236,1648,fuck u bitch,12,12
1237,1549,70,12,12
1238,1089,songwriter,12,12
1239,12028,tianguiscore,12,12
1240,520,romance,12,12
1241,3237,drum,12,12
1242,11374,malaysia idol,12,12
1243,7251,group,12,12
1244,2278,chris brown,12,12
1245,8578,garth,12,12
1246,6216,cryptofa,12,12
1247,3737,david bowie,12,12
1248,12024,brings out the kid in me,12,12
1249,3726,super,12,12
1250,3458,canada,12,12
1251,8620,garden state soundtrack,12,12
1252,7660,calming,12,12
1253,7659,exhilarating,12,12
1254,5675,free,12,12
1255,5674,feel good,12,12
1256,2146,female vocalists i like,12,12
1257,12094,angelic,12,12
1258,8240,1963,12,12
1259,5667,los angeles,12,12
1260,833,energy,12,12
1261,3366,makes me happy,12,12
1262,3212,chick music,12,12
1263,845,meditative,12,12
1264,2796,argentina,12,12
1265,1652,we should be together,12,12
1266,602,futurepop anthem,12,12
1267,654,ashley tisdale,12,12
1268,8729,bu grubu hic duymamistim,12,12
1269,4931,1940s,12,12
1270,11687,beach music,12,12
1271,515,best of 80s,12,12
1272,12641,derd,12,12
1273,2203,american underground,12,12
1274,8414,asian pop,12,12
1275,4119,killer riffing,12,12
1276,2205,new york punk,12,12
1277,8510,best songs of 1900 to 1950,12,12
1278,778,party time,12,12
1279,2398,pop music,12,12
1280,798,unforgettable,12,12
1281,3312,detroit,12,12
1282,723,reggaeton,12,12
1283,3315,west coast,12,12
1284,1462,broadway,12,12
1285,11513,marrakech,12,12
1286,2604,shock rock,12,12
1287,1446,dramatic,12,12
1288,783,hilarious,12,12
1289,10591,cute but slightly sinister,12,12
1290,4316,laxative,12,12
1291,1894,epic metal,12,12
1292,6981,deutschrock,12,12
1293,426,depressive,12,12
1294,12268,girl name songs,12,12
1295,1002,darkside,12,12
1296,7088,need to see live,12,12
1297,1990,mix,12,12
1298,11082,essential instrumental versions,12,12
1299,2235,twee pop,12,12
1300,2232,folk - folkrock - altcountry,12,12
1301,1987,progressive metalcore,12,12
1302,7000,personal,12,12
1303,2014,linda,12,12
1304,2530,soulful house,12,12
1305,10393,indie-romantic,12,12
1306,11516,tanger,11,11
1307,11517,world groove,11,11
1308,11514,algeria,11,11
1309,2281,megasound,11,11
1310,2144,songs for sssi,11,11
1311,1654,i was fighting with myself not to listen to it but i lost,11,11
1312,11518,oran,11,11
1313,3049,favorite tracks,11,11
1314,2886,psybient,11,11
1315,11515,rabat,11,11
1316,273,ska revival,11,11
1317,2637,god,11,11
1318,12096,mythos,11,11
1319,3955,legendary,11,11
1320,12043,just good music,11,11
1321,2613,vocal jazz,11,11
1322,1653,pop bitch,11,11
1323,3081,aphex twin,11,11
1324,3968,oriental,11,11
1325,5083,science,11,11
1326,11486,marissa cooper,11,11
1327,2583,move your body,11,11
1328,2088,suicidal black metal,11,11
1329,2186,band,11,11
1330,2472,makes me smile,11,11
1331,4722,show woman,11,11
1332,2985,electric,11,11
1333,5112,oi,11,11
1334,5129,folk punk,11,11
1335,4118,killer drums,11,11
1336,2545,leeds,11,11
1337,3678,weird,11,11
1338,269,techno pop,11,11
1339,3024,jay-z,11,11
1340,3075,bluegrass,11,11
1341,1989,technical deathcore,11,11
1342,5297,so beautiful i could seriously cry,11,11
1343,2833,spain,11,11
1344,2580,erotic,11,11
1345,3123,metallica,11,11
1346,3830,weirdness,11,11
1347,3509,extreme metal,11,11
1348,9440,post-electroclash,11,11
1349,7260,heard on 30 jul 06 downtempo sampler radio,11,11
1350,6312,great intro,11,11
1351,9830,skream out loud,11,11
1352,9831,riot boii,11,11
1353,9919,the worst thing ever to happen to music,11,11
1354,9482,disney girl,11,11
1355,7191,best songs of music i already own,11,11
1356,1269,8bit,11,11
1357,614,belgian,11,11
1358,1268,jungle,11,11
1359,1542,the cure,11,11
1360,6997,hidden gem,11,11
1361,1551,setenta,11,11
1362,10364,whitenoize,11,11
1363,1552,setentas,11,11
1364,6214,knarziges klickgefrickel,11,11
1365,8315,so gossip girl,11,11
1366,7354,ilahi,11,11
1367,9449,deep-electro,11,11
1368,6165,wu-tang,11,11
1369,6998,one of their best,11,11
1370,510,80s new wave,11,11
1371,6031,xcause,11,11
1372,6811,questions,11,11
1373,8621,six feet under soundtrack,11,11
1374,934,songs to listen to on a sunny day,11,11
1375,6764,thrash till death,11,11
1376,933,pure aural sex,11,11
1377,10695,all time favorites,11,11
1378,10589,songs i sing in the shower,11,11
1379,496,80s awesome,11,11
1380,498,i love 80s,11,11
1381,8731,aman tanrim,11,11
1382,6956,the best songs of the world,11,11
1383,8856,coffeeshop,11,11
1384,6825,classic blues,11,11
1385,8581,wca,11,11
1386,8857,softspoken,11,11
1387,8580,simon,11,11
1388,8579,clint,11,11
1389,852,christian metal,11,11
1390,6925,diy,11,11
1391,10112,worth a second look,11,11
1392,6313,great riff,11,11
1393,773,her best,11,11
1394,7804,trevor horn,11,11
1395,770,my childhood,11,11
1396,768,stand out be proud,11,11
1397,10233,taking over my mind,11,11
1398,7899,breakup songs,11,11
1399,8005,north africa,11,11
1400,8032,dance with somebody,11,11
1401,1181,australian rock,11,11
1402,9436,chill witch,11,11
1403,686,idol,10,10
1404,5803,brings back memories,10,10
1405,5254,90s rock,10,10
1406,7864,welsh,10,10
1407,7862,bond,10,10
1408,12170,no genre can describe,10,10
1409,5328,stones throw,10,10
1410,8858,whimsical,10,10
1411,3265,symphonic rock,10,10
1412,4013,electro rock,10,10
1413,4041,hard-heavy rock,10,10
1414,7920,letmelikeit,10,10
1415,1491,fav male singers,10,10
1416,2221,myfavorites-singers,10,10
1417,4792,percussion,10,10
1418,7803,liverpool,10,10
1419,635,shakira,10,10
1420,12548,buenisisimisima,10,10
1421,4863,orgasmic,10,10
1422,2212,beatdown hardcore,10,10
1423,10394,rock-pop,10,10
1424,7189,best unknown bands tracks to be observed,10,10
1425,5770,morr music,10,10
1426,4589,idols,10,10
1427,753,goregrind,10,10
1428,11487,quod me nutrit me destruit,10,10
1429,12361,melancolia,10,10
1430,2283,roma,10,10
1431,10620,love this song,10,10
1432,4317,death-thrash metal,10,10
1433,922,instrumentals,10,10
1434,11441,d-beat,10,10
1435,6624,rolling stones top 500,10,10
1436,1902,interesting,10,10
1437,2274,breaks,10,10
1438,11520,sousse,10,10
1439,11519,alger,10,10
1440,6806,bittersweet pop,10,10
1441,12056,80s rock,10,10
1442,1362,stoner metal,10,10
1443,3022,amor,10,10
1444,1933,soft,10,10
1445,2469,radiohead,10,10
1446,5533,fucking epic,10,10
1447,11616,live music archive,10,10
1448,204,fierce,10,10
1449,6812,2 meter sessies,10,10
1450,3232,chinese,10,10
1451,1655,bitch song,10,10
1452,6817,violence,10,10
1453,8583,outsiders,10,10
1454,3890,legal,10,10
1455,6360,flute,10,10
1456,1045,1983,10,10
1457,5008,rocker chick,10,10
1458,10365,old skool,10,10
1459,399,popstars,10,10
1460,9445,neo-pop,10,10
1461,2457,lebanese,10,10
1462,7336,rahmanin bulbulleri,10,10
1463,2691,michael jackson,10,10
1464,8333,cuerdas,10,10
1465,803,apocalyptic,10,10
1466,9314,precious,10,10
1467,1072,backstage rock shop artist,10,10
1468,6164,uk hip hop,10,10
1469,6257,headphones,10,10
1470,3701,finland,10,10
1471,7465,cool jazz,10,10
1472,10096,modern-classic,10,10
1473,717,scandinavian,10,10
1474,10097,could be mistaken for sth else,10,10
1475,1218,best of 2008,10,10
1476,1209,overrated,10,10
1477,12,aggrotech,10,10
1478,3378,i saw them live,10,10
1479,5218,please let me lick you,10,10
1480,1250,rock porto alegre,10,10
1481,2284,italiana,10,10
1482,6263,christian music,10,10
1483,10392,romantic rock,10,10
1484,3579,instrumental rock,10,10
1485,2371,gorgeous,10,10
1486,521,italo disco,10,10
1487,2044,bubblegum,10,10
1488,1531,trash metal,10,10
1489,9444,post electroclash,10,10
1490,3495,tag your songs properly,10,10
1491,3832,sex rock,10,10
1492,8951,songs to feel happy to,10,10
1493,6999,wicked,9,9
1494,4307,hc,9,9
1495,6767,jao bejbe,9,9
1496,4311,beautiful lyrics,9,9
1497,3844,mellow rock,9,9
1498,3937,afrobeat,9,9
1499,1046,1998,9,9
1500,7490,anointed,9,9
1501,11900,music from the oc,9,9
1502,248,garage revival,9,9
1503,4318,death trash grindcore metal,9,9
1504,7589,relaxing muscles,9,9
1505,10261,hang on,9,9
1506,2103,magic,9,9
1507,3393,black eyed peas,9,9
1508,3930,ska rocksteady,9,9
1509,4341,light,9,9
1510,2145,lungbutter,9,9
1511,1205,featuring,9,9
1512,1204,hilary duff,9,9
1513,2207,neo-psychedelia,9,9
1514,2193,new zealand rock,9,9
1515,8585,lily,9,9
1516,3836,live recording,9,9
1517,6809,famous persons,9,9
1518,2239,cabaret,9,9
1519,4045,pop/rock,9,9
1520,3335,atmospheric black metal,9,9
1521,10489,thick as fuck,9,9
1522,5452,cigarettes,9,9
1523,3529,hillbilly,9,9
1524,3532,soulful,9,9
1525,3871,beautiful voice,9,9
1526,3444,sheffield,9,9
1527,4344,celine dion,9,9
1528,3397,avril lavigne,9,9
1529,7761,favorite band,9,9
1530,3983,wonky,9,9
1531,10260,80er,9,9
1532,11627,classic house,9,9
1533,8313,makes me smile like an idiot,9,9
1534,241,spanish pop,9,9
1535,12269,porque te vas,9,9
1536,11615,winnipeg,9,9
1537,1311,living legend,9,9
1538,3189,game soundtrack,9,9
1539,977,classical crossover,9,9
1540,2276,new wave of british heavy metal,9,9
1541,12359,muslim,9,9
1542,412,best band ever,9,9
1543,10826,70ss,9,9
1544,4773,veronica mars,9,9
1545,5980,cover songs,9,9
1546,6571,multiculti,9,9
1547,4531,alternative hip-hop,9,9
1548,1535,rock'n'roll,9,9
1549,9416,make me feel better,9,9
1550,9447,microsound,9,9
1551,838,amazing vocal,9,9
1552,2694,italian rock,9,9
1553,401,king of pop,9,9
1554,8860,finale montage,9,9
1555,6563,west african,9,9
1556,5300,songs that make you want to sing along,9,9
1557,2944,field recordings,9,9
1558,1560,books,9,9
1559,6546,nyc,9,9
1560,11337,west yorkshire,9,9
1561,9203,hot rockin girl,9,9
1562,5075,gorgeousity,9,9
1563,6488,just some guy,9,9
1564,9264,eastern europe rock,9,9
1565,4639,autechre,9,9
1566,5033,dark wave,9,9
1567,11506,maghreb,9,9
1568,796,music for tossing furniture around,9,9
1569,8927,songs that you wanna listen to over and over again,9,9
1570,11501,groovesuspects,9,9
1571,6320,american metal,9,9
1572,9434,newbreed,9,9
1573,1658,i wish i could make a video for this,9,9
1574,12549,mexican pop,9,9
1575,348,gay icons,9,9
1576,8862,quiet walk,9,9
1577,11523,maghrebi,9,9
1578,6579,jazz sax,9,9
1579,6352,world pop,9,9
1580,9565,dance punk,9,9
1581,755,bay area,9,9
1582,1650,makes you wanna dance all around your room,9,9
1583,5526,drum machine,9,9
1584,832,music to cry,9,9
1585,5514,portugues,9,9
1586,747,christian metalcore,9,9
1587,9475,more plays please,9,9
1588,1512,soundscape,9,9
1589,1432,humour,9,9
1590,1433,love metal,9,9
1591,900,new romantic songs,9,9
1592,258,neo swing,8,8
1593,10361,new moon,8,8
1594,1042,1985,8,8
1595,7190,orgasmo,8,8
1596,38,cafe del mar,8,8
