,Artista,rock,pop,alternative,electronic,indie,female vocalists,80s,dance,alternative rock,classic rock
475,Glee Cast,1,1,1,1,0,1,0,1,0,0
476,The Veronicas,1,1,1,1,0,1,0,1,0,0
477,Demi Lovato,1,1,1,1,1,1,0,1,0,0
478,Lights,0,1,0,1,1,1,0,0,0,0
479,John Mayer,1,1,1,0,1,0,1,0,1,0
480,Nick Jonas & The Administration,1,0,0,0,0,0,0,0,0,0
481,Selena Gomez & the Scene,1,1,0,1,0,1,0,1,0,0
482,All Time Low,1,0,1,0,0,0,0,0,1,0
483,Honor Society,1,1,0,0,0,0,0,0,0,0
484,Florence + the Machine,1,1,1,1,1,1,0,0,1,0
485,Marina & the Diamonds,0,1,1,1,1,1,0,1,0,0
486,Owl City,1,1,1,1,1,0,0,0,1,0
487,Hey Monday,1,1,1,0,0,1,0,0,1,0
488,The Pierces,1,0,1,0,1,1,0,0,0,0
489,Sia,1,1,1,1,1,1,0,1,0,0
490,Boyce Avenue,0,0,1,0,1,0,0,0,1,0
491,Shakira,1,1,0,1,1,1,0,1,0,0
492,The xx,0,0,1,1,1,0,0,1,0,0
493,The Pretty Reckless,1,1,1,0,1,1,0,0,1,0
494,Engenheiros do Hawaii,1,0,0,0,0,0,0,0,0,1
495,AC/DC,1,0,1,0,0,0,1,0,0,1
496,Metallica,1,0,1,0,0,0,1,0,0,1
497,Capital Inicial,1,1,1,0,0,0,0,0,1,0
498,The White Stripes,1,0,1,0,1,0,1,0,1,1
499,Black Label Society,1,0,0,0,0,0,0,0,0,0
500,Mark Knopfler,1,0,0,0,0,0,1,0,0,1
501,Dire Straits,1,0,0,0,0,1,1,0,0,1
502,Gotthard,1,0,0,0,0,0,0,0,0,1
503,Legião Urbana,1,0,0,0,0,0,1,0,1,1
504,R.E.M.,1,1,1,0,1,0,1,0,1,1
505,Kaiser Chiefs,1,1,1,0,1,0,0,0,1,0
506,Electric Light Orchestra,1,0,0,0,0,0,1,0,0,1
507,Johnny Cash,1,0,1,0,1,0,1,0,0,1
508,Social Distortion,1,0,1,0,0,0,0,0,1,0
509,ATB,0,0,0,1,0,0,0,1,0,0
510,Ozzy Osbourne,1,0,0,0,0,0,1,1,0,1
511,Titãs,1,0,0,0,0,0,1,0,0,0
512,Apocalyptica,1,0,1,1,0,0,0,0,1,0
513,Eric Clapton,1,0,1,0,0,0,1,0,1,1
514,Eagles,1,1,0,0,0,0,1,0,0,1
515,1200 Micrograms,0,0,0,1,0,0,0,0,0,0
516,Alice Cooper,1,0,0,0,0,0,1,0,0,1
517,John Lennon,1,1,1,0,0,0,1,0,0,1
518,Bruce Springsteen,1,0,0,0,0,0,1,0,0,1
519,The Rolling Stones,1,1,1,0,0,0,1,0,0,1
520,Lulu Santos,1,1,0,0,0,0,0,0,0,0
521,Autechre,0,0,0,1,0,0,0,0,0,0
522,Salem,0,0,0,1,0,0,0,0,0,0
523,Carbon Based Lifeforms,0,0,0,1,0,0,0,0,0,0
524,Boards of Canada,0,0,0,1,1,0,0,1,0,0
525,Bill Withers,0,0,0,0,0,0,0,0,0,1
526,Secede,0,0,0,1,0,0,0,0,0,0
527,65daysofstatic,0,0,0,1,1,0,0,0,0,0
528,Arovane,0,0,0,1,0,0,0,0,0,0
529,Crystal Castles,0,0,0,1,1,1,0,1,1,0
530,Психея,0,0,1,0,1,0,0,0,1,0
531,#####,0,0,1,0,0,0,0,0,0,0
532,LAKE R▲DIO,0,0,0,1,0,0,0,0,0,0
533,Asian Dub Foundation,0,0,1,1,0,0,0,1,0,0
534,Ben Frost,0,0,0,1,0,0,0,0,0,0
535,Gridlock,0,0,0,1,0,0,0,0,0,0
536,Enter Shikari,0,0,1,1,0,0,0,0,1,0
537,HORSE the band,0,0,0,1,0,0,0,0,0,0
538,Gastón Arévalo,0,0,0,1,0,0,0,0,0,0
539,The Crystal Method,0,0,0,1,0,1,0,1,0,0
540,Ochre,0,0,0,1,0,0,0,0,0,0
541,Gimmik,0,0,0,1,0,0,0,0,0,0
542,Solar Fields,0,0,0,1,0,0,0,0,0,0
543,Digitonal,0,0,0,1,0,0,0,0,0,0
544,Mandy Moore,1,1,0,0,1,1,0,1,0,0
545,Paulina Rubio,0,1,0,0,0,1,0,1,0,0
546,Fey,1,1,0,0,0,1,0,1,0,0
547,Dannii Minogue,0,1,1,1,0,1,1,1,0,0
548,Belinda,1,1,0,0,0,1,0,1,0,0
549,Marie Serneholt,0,1,0,0,0,1,0,1,0,0
550,Thalía,1,1,0,1,0,1,0,1,0,0
551,Hannah Montana,0,1,0,0,0,1,0,0,0,0
552,A*Teens,0,1,0,1,0,1,0,1,0,0
553,Gloria Trevi,0,1,0,0,0,1,0,1,0,0
554,Anna Carina,0,1,0,0,0,1,0,0,0,0
555,Emily Osment,0,1,0,1,0,1,0,1,0,0
556,Geri Halliwell,1,1,0,0,0,1,0,1,0,0
557,Atomic Kitten,1,1,0,1,1,1,0,1,0,0
558,5ive,0,1,0,0,1,0,0,0,0,0
559,Anahí,1,1,1,1,0,1,0,1,0,0
560,Five,0,1,0,0,0,0,0,1,0,0
561,Rise Against,1,0,1,0,0,0,0,0,1,0
562,All That Remains,1,0,0,0,0,0,0,0,0,0
563,Dark Tranquillity,0,0,0,1,0,0,0,0,0,0
564,As I Lay Dying,0,0,0,1,0,0,0,0,0,0
565,Caliban,0,0,1,0,0,0,0,0,0,0
566,Killswitch Engage,1,0,0,0,0,0,0,0,0,0
567,A Day to Remember,0,0,1,0,0,0,0,0,0,0
568,Avatar,0,0,0,0,0,0,0,0,1,0
569,Atreyu,1,0,0,0,0,0,0,0,0,0
570,Millencolin,1,0,0,0,0,0,0,0,0,0
571,Slayer,0,0,0,0,0,0,1,0,0,0
572,Pantera,1,0,0,0,0,0,1,0,0,0
573,Lamb of God,1,0,0,0,0,0,0,0,0,0
574,Manic Street Preachers,1,0,1,0,1,0,1,0,1,0
575,The Stranglers,1,1,1,0,0,0,1,0,0,0
576,Therapy?,1,0,1,0,0,0,0,0,1,0
577,Alice in Chains,1,0,1,0,0,0,0,0,1,0
578,Jane's Addiction,1,0,1,0,0,0,0,0,1,0
579,Soundgarden,1,0,1,0,0,0,0,0,1,0
580,The Clash,1,1,1,0,0,0,1,0,0,1
581,PJ Harvey,1,0,1,0,1,1,1,0,1,0
582,Pixies,1,0,1,0,1,0,1,0,1,0
583,Stone Temple Pilots,1,0,1,0,0,0,0,0,1,0
584,Killing Joke,1,0,0,1,0,0,1,0,1,0
585,Primal Scream,1,0,1,1,1,0,0,1,1,0
586,The Velvet Underground,1,0,1,0,1,0,1,0,1,1
587,Ministry,0,0,0,1,0,0,1,1,0,0
588,Republika,1,0,0,0,0,0,0,0,1,0
589,Virgin Prunes,0,0,1,0,0,0,1,0,0,0
590,Nick Cave and the Bad Seeds,1,0,1,0,1,0,1,0,1,0
591,The Doors,1,0,1,0,0,0,0,0,0,1
592,Afghan Whigs,0,0,1,0,1,0,0,0,1,0
593,Skeletal Family,0,0,0,0,0,0,1,0,0,0
594,New Model Army,0,0,1,0,1,0,1,0,1,0
595,Roxy Music,1,1,0,0,0,0,1,0,0,1
596,Bauhaus,1,0,1,0,0,0,1,0,0,0
597,Alphaville,1,1,1,1,0,0,1,1,1,0
598,Wolfsheim,0,0,0,1,0,0,0,0,0,0
599,Nitzer Ebb,0,0,0,1,0,0,1,1,0,0
600,Kyuss,1,0,0,0,0,0,0,0,0,0
601,The Jesus Lizard,0,0,1,0,0,0,0,0,0,0
602,Tiamat,1,0,0,0,0,0,0,0,0,0
603,Tracy Chapman,1,0,0,0,1,1,0,0,0,0
604,Dragonette,1,1,1,1,1,1,0,1,0,0
605,New Young Pony Club,0,1,1,1,1,1,0,1,0,0
606,Siobhan Donaghy,0,1,1,1,0,1,0,0,0,0
607,Cyndi Lauper,1,1,1,1,0,1,1,1,0,0
608,Kelly Osbourne,1,1,0,1,0,1,0,1,0,0
609,Jewel,1,1,0,0,0,1,0,0,0,0
610,Dixie Chicks,1,1,0,0,0,1,0,0,0,0
611,Sneaky Sound System,0,0,0,1,0,0,0,1,0,0
612,Chew Lips,0,1,0,1,1,1,0,0,0,0
613,Noisettes,1,0,1,0,1,1,0,0,1,0
614,Shakespear's Sister,0,0,1,0,0,0,0,1,0,0
615,Tegan and Sara,1,1,1,1,1,1,0,1,0,0
616,Missy Higgins,1,1,1,0,1,1,0,0,1,0
617,Annie Lennox,1,1,1,0,1,1,1,0,0,0
618,VV Brown,0,1,1,1,1,1,0,0,0,0
619,The Cast Of Buffy The Vampire Slayer,1,0,0,0,0,0,0,0,0,0
620,Amy Winehouse,1,1,1,0,1,1,0,1,0,0
621,Rogue Traders,0,0,0,0,0,0,0,1,0,0
622,Crowded House,1,1,0,0,0,0,1,0,0,0
623,Girls Aloud,0,1,0,1,0,1,0,1,0,0
624,Timbaland,0,1,0,1,0,0,0,1,0,0
625,Vanessa Hudgens,1,1,0,0,0,1,0,1,0,0
626,Delta Goodrem,0,1,0,0,0,1,0,0,0,0
627,Rachel Stevens,0,1,0,0,0,0,0,0,0,0
628,Destiny's Child,1,1,0,0,0,1,0,1,0,0
629,Medina,0,1,0,1,0,1,0,1,0,0
630,Alexandra Burke,0,1,0,0,0,1,0,0,0,0
631,Iron Maiden,1,0,0,0,0,0,1,0,0,1
632,Megadeth,1,0,0,0,0,0,1,0,0,0
633,Dream Theater,1,0,0,0,0,0,0,0,0,0
634,Circle II Circle,1,0,0,0,0,0,0,0,0,0
635,Bruce Dickinson,1,0,0,0,0,0,0,0,0,0
636,Children of Bodom,1,0,1,0,0,0,0,0,0,0
637,Angra,1,0,1,0,0,0,0,0,1,1
638,Helloween,1,0,0,0,0,0,1,0,0,0
639,Nightwish,1,1,1,0,0,1,0,0,0,0
640,Matanza,1,0,0,0,0,0,0,0,0,0
641,Bittencourt Project,1,0,0,0,0,0,0,0,0,0
642,Stratovarius,1,0,0,0,0,0,1,0,0,0
643,Symphony X,1,0,0,0,0,0,0,0,0,0
644,Journey,1,0,0,0,0,0,1,1,0,1
645,Avantasia,1,0,0,0,0,0,0,0,0,0
646,Testament,0,0,0,0,0,0,1,0,0,0
647,Death,1,0,0,0,0,0,0,0,0,0
648,Bon Jovi,1,1,0,0,1,0,1,0,0,1
649,Skid Row,1,0,0,0,0,0,1,0,0,1
650,Arch Enemy,0,0,0,0,0,1,0,0,0,0
651,Epica,0,0,0,0,0,1,0,0,0,0
652,Yngwie Malmsteen,1,0,0,0,0,0,1,0,0,0
653,Blind Guardian,1,0,0,0,0,0,1,0,0,0
654,Queen,1,1,1,0,0,0,1,0,0,1
655,Tori Amos,1,1,1,0,0,1,0,0,1,0
656,The Cardigans,1,1,1,0,1,1,0,1,1,0
657,The Mars Volta,1,0,1,1,1,0,0,0,1,0
658,Bush,1,0,1,0,0,0,0,0,1,0
659,Nickelback,1,1,1,0,0,0,0,0,1,0
660,Sixpence None the Richer,1,1,1,0,1,1,0,0,1,0
661,Armin van Buuren,0,0,0,1,0,1,0,1,0,0
662,Kasabian,1,1,1,1,1,0,0,0,1,0
663,Infernal,0,1,0,0,0,0,0,1,0,0
664,Zoé,1,0,1,0,1,0,0,0,1,0
665,t.A.T.u.,1,1,1,1,0,1,0,1,1,0
666,Amy Studt,0,0,0,0,0,1,0,0,0,0
667,Santana,1,1,0,0,0,0,0,0,0,1
668,At the Drive-In,1,0,1,0,1,0,0,0,0,0
669,Disturbed,1,0,1,0,1,0,0,0,1,0
670,Smash Mouth,1,1,1,0,0,0,0,0,1,1
671,Yelle,0,1,0,1,0,1,0,1,0,0
672,Emilíana Torrini,0,0,1,1,1,1,0,1,0,0
673,Foo Fighters,1,0,1,0,1,0,0,0,1,0
674,Blondie,1,1,1,0,1,1,1,1,1,1
675,Frank Sinatra,0,1,0,0,0,0,0,0,0,0
676,"Earth, Wind & Fire",0,1,0,0,0,0,1,1,0,0
677,The Donnas,1,0,1,0,1,1,0,0,1,0
678,Iron Butterfly,1,0,0,0,0,0,0,0,0,1
679,Jem,1,1,1,1,1,1,0,0,0,0
680,Chris Rea,1,0,0,0,0,0,1,0,0,1
681,Simple Minds,1,1,1,0,0,0,1,0,0,1
682,Howard Jones,0,1,1,0,0,0,1,1,0,0
683,China Crisis,0,1,1,0,0,0,1,1,0,0
684,Mike & The Mechanics,1,1,0,0,0,0,1,0,0,1
685,The Human League,1,1,1,1,0,0,1,1,1,0
686,Orchestral Manoeuvres in the Dark,0,1,1,1,0,0,1,0,0,0
687,Thompson Twins,0,1,1,0,0,0,1,1,0,0
688,Information Society,1,0,0,1,0,0,1,1,0,0
689,Pet Shop Boys,0,1,1,1,1,0,1,1,0,0
690,Rick Astley,1,1,0,0,0,1,1,1,0,0
691,Johnny Hates Jazz,0,1,0,0,0,0,1,0,0,0
692,Kim Wilde,0,1,1,1,0,1,1,1,0,0
693,Robert Palmer,1,1,1,0,0,0,1,1,0,1
694,The Fixx,1,1,0,0,0,0,1,0,0,0
695,Solar Stone,0,0,0,0,0,0,0,1,0,0
696,Level 42,0,1,0,0,0,0,1,0,0,0
697,Tiësto,0,1,0,1,0,0,0,1,0,0
698,Artista desconhecido,0,0,1,0,0,0,0,0,0,0
699,Ultravox,0,1,1,1,0,0,1,1,0,0
700,Erasure,0,1,0,1,0,0,1,1,0,0
701,Berlin,1,1,1,1,0,1,1,1,0,0
702,Novaspace,0,0,0,1,0,1,0,1,0,0
703,The Psychedelic Furs,1,1,1,1,0,0,1,0,0,0
704,Midge Ure,0,1,0,0,0,0,1,0,0,0
705,Yazoo,0,1,0,1,0,1,1,1,0,0
706,Groove Coverage,0,1,0,1,0,1,0,1,0,0
707,Fragma,0,0,0,1,0,1,0,1,0,0
708,Ian Van Dahl,1,1,0,1,0,1,0,1,0,0
709,DJ Sammy,0,0,0,0,0,0,0,1,0,0
710,Sylver,0,1,0,1,0,1,0,1,0,0
711,Heaven 17,0,0,0,1,0,0,1,0,0,0
712,Anything Box,0,1,1,1,1,0,1,0,0,0
713,Exposé,0,1,0,0,0,0,1,0,0,0
714,Jessie J,0,1,0,0,0,1,0,0,0,0
715,Runner Runner,0,1,1,0,0,0,0,0,0,0
716,Kerli,1,1,1,1,1,1,0,1,1,0
717,Breathe Carolina,0,0,1,1,0,0,0,1,0,0
718,Anarbor,1,0,0,0,0,0,0,0,0,0
719,Nicki Minaj,0,1,0,0,0,1,0,1,0,0
720,The Maine,1,0,0,0,1,0,0,0,0,0
721,Teen Hearts,0,0,0,1,0,0,0,1,0,0
722,Gloria,1,0,0,0,0,0,0,0,0,0
723,Bruno Mars,0,1,0,0,0,0,0,0,0,0
724,Boys Like Girls,1,1,1,1,1,0,0,1,1,0
725,Slipknot,1,0,1,0,0,0,0,0,1,0
726,Fresno,1,1,1,0,1,0,0,0,0,0
727,New Found Glory,1,0,1,1,0,0,0,0,1,0
728,McFly,1,1,1,1,1,0,0,0,1,0
729,The Kooks,1,1,1,0,1,0,0,0,1,0
730,Nevada Tan,1,0,1,0,0,0,0,0,1,0
731,Alesha Dixon,0,1,0,0,0,1,0,1,0,0
732,Pink,1,1,0,0,0,1,0,1,0,0
733,Edyta Bartosiewicz,1,0,0,0,0,1,0,0,0,0
734,Camp Rock,1,1,0,0,0,0,0,0,0,0
735,Myslovitz,1,0,1,0,1,0,0,0,1,0
736,Ewa Farna,1,1,0,0,0,1,0,0,0,0
737,Łzy,1,1,0,0,0,1,0,0,0,0
738,Alexz Johnson,1,1,0,0,0,0,0,0,0,0
739,Bonanza Banzai,0,0,0,0,0,0,1,0,0,0
740,Recoil,0,0,1,1,0,0,0,0,0,0
741,Ladytron,0,1,1,1,1,1,0,1,0,0
742,Fake,0,0,0,1,0,0,1,1,0,0
743,Hubert Kah,0,1,0,1,0,0,1,1,0,0
744,Sally Shapiro,0,1,0,1,0,0,1,0,0,0
745,Ayria,1,0,0,1,0,1,0,0,0,0
746,Red Flag,0,0,0,1,0,0,1,0,0,0
747,Cook Da Books,0,1,0,0,1,0,1,0,0,0
748,The Frozen Autumn,0,0,0,1,0,0,1,0,0,0
749,Johan Agebjörn,0,0,0,1,1,0,0,0,0,0
750,Martin L. Gore,0,0,1,1,0,0,1,0,0,0
751,Kraftwerk,0,1,0,1,0,0,1,1,0,0
752,Cause & Effect,0,1,0,1,0,0,0,1,0,0
753,IAMX,1,0,1,1,1,0,0,1,0,0
754,Wham!,1,1,0,0,1,0,1,1,0,0
755,Klein & Mbo,0,0,0,0,0,0,1,0,0,0
756,Alan Wilder,0,0,0,1,0,0,1,0,0,0
757,Billy Idol,1,1,1,0,1,0,1,1,0,1
758,Dark Phenomenon,0,1,0,1,0,0,1,0,0,0
759,Ace of Base,1,1,0,1,0,1,0,1,0,0
760,Siouxsie and the Banshees,1,0,1,0,0,1,1,0,1,1
761,Provision,0,0,1,1,0,0,0,1,0,0
762,Curve,1,0,1,1,1,1,0,0,0,0
763,Suede,1,1,1,0,1,0,0,0,1,0
764,Franz Ferdinand,1,1,1,1,1,0,0,1,1,1
765,AFI,1,0,1,0,1,0,1,0,1,0
766,Kaizers Orchestra,0,0,1,0,0,0,0,0,0,0
767,Kent,1,1,1,1,1,0,0,0,1,0
768,Damon Albarn,0,0,1,1,1,0,0,0,0,0
769,Bayside,1,0,1,0,0,0,0,0,0,0
770,Patrick Wolf,1,1,1,1,1,0,0,0,1,0
771,Björk,1,1,1,1,1,1,1,1,1,0
772,The Prodigy,1,0,1,1,0,0,0,1,1,0
773,Chiodos,0,0,0,0,0,0,0,0,1,0
774,These New Puritans,0,0,0,0,1,0,0,0,0,0
775,William Control,0,0,0,1,0,0,0,0,0,0
776,Iggy Pop,1,0,1,0,0,0,1,0,0,1
777,Rammstein,1,0,1,1,0,0,0,1,0,0
778,Jack's Mannequin,1,0,1,0,1,0,0,0,1,0
779,Phoenix,1,1,1,1,1,0,0,1,1,1
780,"The Good, the Bad & the Queen",1,0,1,0,1,0,0,0,0,0
781,Yann Tiersen,0,0,1,0,1,0,0,0,0,0
782,Rush,1,0,0,0,0,0,1,0,0,1
783,Tarja,1,0,0,0,0,1,0,0,0,0
784,Incubus,1,1,1,0,1,0,0,0,1,0
785,A Perfect Circle,1,0,1,0,0,0,0,0,1,0
786,Faith No More,1,0,1,0,0,0,0,0,1,0
787,György Ligeti,0,0,0,0,0,0,1,0,0,0
788,The Police,1,1,1,0,0,0,1,0,1,1
789,Noir Désir,1,0,1,0,1,0,0,0,0,0
790,The Asteroids Galaxy Tour,0,1,1,1,0,1,0,1,0,0
791,Tool,1,0,1,0,0,0,0,0,1,0
792,Joe Satriani,1,0,0,0,0,0,0,0,0,0
793,Camille,0,0,0,0,0,1,0,0,0,0
794,Stone Sour,1,0,1,0,0,0,0,0,1,0
795,菅野よう子,0,0,0,0,0,1,0,0,0,0
796,平沢進,0,0,0,1,0,0,0,0,0,0
797,Leonard Cohen,1,1,1,0,1,0,0,0,0,0
798,Editors,1,0,1,1,1,0,0,0,1,0
799,Đorđe Balašević,0,0,0,1,0,0,0,0,0,0
800,The Pillows,1,0,1,0,1,0,0,0,1,0
801,Hot Chip,1,1,1,1,1,0,0,1,0,0
802,Orbital,0,0,0,1,0,0,0,1,0,0
803,Architecture in Helsinki,1,1,1,0,1,0,0,0,0,0
804,Roy Orbison,1,1,0,0,0,0,1,0,0,1
805,Pizzicato Five,0,1,1,1,1,0,0,0,0,0
806,Flight of the Conchords,0,0,1,0,1,0,0,0,0,0
807,Los Campesinos!,1,1,1,0,1,0,0,0,0,0
808,The Magnetic Fields,0,0,1,0,1,0,0,0,0,0
809,Antony and the Johnsons,1,0,1,0,1,0,0,0,0,0
810,Rishloo,0,0,1,0,0,0,0,0,1,0
811,The Blood Brothers,0,0,0,0,1,0,0,0,0,0
812,The Sound of Animals Fighting,0,0,0,0,1,0,0,0,0,0
813,Billy Talent,1,0,1,0,0,0,0,0,1,0
814,Escape The Fate,1,0,1,0,0,0,0,0,0,0
815,Silverstein,1,0,1,0,0,0,0,0,1,0
816,The Red Jumpsuit Apparatus,1,0,1,0,0,0,0,0,0,0
817,You Me At Six,1,0,0,0,0,0,0,0,0,0
818,The Blackout,1,0,0,0,0,0,0,0,0,0
819,Alesana,0,0,1,0,0,0,0,0,0,0
820,Sum 41,1,0,1,0,0,0,0,0,1,0
821,Asking Alexandria,0,0,0,1,0,0,0,0,0,0
822,Secondhand Serenade,1,1,1,0,1,0,0,0,0,0
823,We Are The Ocean,1,0,0,0,0,0,0,0,0,0
824,Hadouken!,0,0,1,1,1,0,0,1,0,0
825,Mayday Parade,1,0,1,0,1,0,0,0,1,0
826,Hawthorne Heights,1,0,0,0,0,0,0,0,0,0
827,Alexisonfire,1,0,0,0,0,0,0,0,0,0
828,Senses Fail,1,0,0,0,0,0,0,0,1,0
829,We The Kings,1,0,1,0,1,0,0,1,1,0
830,Story of the Year,1,0,1,0,0,0,0,0,1,0
831,Cute Is What We Aim For,1,1,1,0,1,1,0,0,1,0
832,Melvins,1,0,1,0,1,0,1,0,0,0
833,Skinny Puppy,0,0,1,1,0,0,0,0,0,0
834,Misfits,0,0,0,0,0,0,1,0,0,0
835,Reverend Horton Heat,1,0,0,0,0,0,0,0,0,0
836,Saul Williams,0,0,1,0,0,0,0,0,0,0
837,Lärm,0,0,0,0,0,0,1,0,0,0
838,Lush,1,0,1,0,1,1,0,0,0,0
839,Mastodon,0,0,1,0,0,0,0,0,0,0
840,Chris Vrenna,0,0,0,1,0,0,0,0,0,0
841,Patsy Cline,0,0,0,0,0,1,0,0,0,0
842,Naked City,1,0,0,0,0,0,0,0,0,0
843,Venetian Snares,0,0,0,1,0,0,0,0,0,0
844,Dean Martin,0,1,0,0,0,0,0,0,0,0
845,Shpongle,0,0,0,1,0,0,0,0,0,0
846,Dick Dale,1,0,0,0,0,0,0,0,0,0
847,The Dresden Dolls,1,0,1,0,1,1,0,0,1,0
848,Jelly Roll Morton,0,0,0,0,0,0,0,1,0,0
849,Birth Control,1,0,0,0,0,0,0,0,0,0
850,Zomby,0,0,0,1,0,0,0,0,0,0
851,Weezer,1,1,1,0,1,0,0,0,1,1
852,Them Crooked Vultures,1,0,0,0,0,0,0,0,1,0
853,Skank,1,1,0,0,0,0,0,0,0,0
854,The Beach Boys,1,1,0,0,0,0,1,0,0,1
855,Mika,0,1,1,1,0,0,0,1,0,0
856,Elvis Presley,1,1,1,1,1,1,0,1,0,1
857,Hayley Williams,1,0,1,0,0,1,0,0,0,0
858,Panic! At the Disco,1,1,1,0,1,0,0,1,1,0
859,The Calling,1,1,1,0,1,0,0,0,1,0
860,The Darkness,1,0,0,0,0,0,0,0,0,1
861,Guns N' Roses,1,0,1,0,0,0,1,0,1,1
862,Alpha Quadrant,0,1,0,1,0,0,0,0,0,0
863,Cryo,0,0,0,1,0,0,0,0,0,0
864,Front Line Assembly,0,0,0,1,0,0,0,0,0,0
865,X-Dream,0,0,0,1,0,0,0,0,0,0
866,Haujobb,0,0,0,1,0,0,0,0,0,0
867,Overkill,1,0,0,0,0,0,1,0,0,0
868,Sodom,1,0,0,0,0,0,1,0,0,0
869,Tristania,0,0,0,0,0,1,0,0,0,0
870,Carcass,1,0,0,0,0,0,0,0,0,0
871,Headscan,0,0,0,1,0,0,0,0,0,0
872,Tactical Sekt,0,0,0,1,0,0,0,0,0,0
873,Electric Universe,0,0,0,1,0,0,0,0,0,0
874,Sepultura,1,0,0,0,0,0,1,0,0,0
875,Samael,0,0,0,1,0,0,0,0,0,0
876,Velvet Acid Christ,0,0,0,1,0,0,0,0,0,0
877,Cannibal Corpse,0,0,0,0,0,0,1,0,0,0
878,Blue Planet Corporation,0,0,0,1,0,0,0,0,0,0
879,Talamasca,0,0,0,1,0,0,0,1,0,0
880,mind.in.a.box,0,0,0,1,0,0,0,0,0,0
881,Absurd Minds,0,0,0,1,0,0,0,0,0,0
882,VNV Nation,0,0,0,1,0,0,0,0,0,0
883,Seabound,0,0,0,1,0,0,0,0,0,0
884,Colony 5,0,0,0,1,0,0,0,0,0,0
885,Apoptygma Berzerk,0,0,0,1,0,0,0,0,0,0
886,Blutengel,0,1,0,1,0,0,0,0,0,0
887,Neuroticfish,0,0,0,1,0,0,0,0,0,0
888,Culture Kultür,0,0,0,1,0,0,0,0,0,0
889,Assemblage 23,0,0,0,1,0,0,0,0,0,0
890,Edge of Dawn,0,0,0,1,0,0,0,0,0,0
891,Cosmic Gate,0,0,0,0,0,0,0,1,0,0
892,Above & Beyond,0,0,0,1,0,0,0,1,0,0
893,Cesium:137,0,0,0,1,0,0,0,0,0,0
894,Stoneface & Terminal,0,0,0,1,0,0,0,1,0,0
895,Pride and Fall,0,0,0,1,0,0,0,0,0,0
896,Solitary Experiments,0,0,0,1,0,0,0,0,0,0
897,Brooklyn Bounce,0,0,0,0,0,0,0,1,0,0
898,Code 64,0,0,0,1,0,0,0,0,0,0
899,Lights of Euphoria,0,0,0,1,0,0,0,0,0,0
900,Angels & Agony,0,0,0,1,0,0,0,0,0,0
901,Lost Signal,0,0,0,1,0,0,0,0,0,0
902,4 Strings,0,0,0,0,0,0,0,1,0,0
903,Accessory,0,0,0,1,0,0,0,0,0,0
904,XP8,0,0,0,1,0,0,0,1,0,0
905,Glis,0,0,0,1,0,0,0,0,0,0
906,Bruderschaft,0,0,0,1,0,0,0,0,0,0
907,Syrian,0,0,0,1,0,0,0,0,0,0
908,Sonata Arctica,1,0,0,0,0,0,0,0,0,0
909,Queensrÿche,0,0,0,0,0,0,1,0,0,0
910,Armored Saint,0,0,0,0,0,0,1,0,0,0
911,Grave Digger,0,0,0,0,0,0,1,0,0,0
912,Tenacious D,1,0,1,0,0,0,0,0,1,0
913,Judas Priest,1,0,0,0,0,0,1,0,0,1
914,Motörhead,1,0,0,0,0,0,1,0,0,1
915,Exodus,1,0,0,0,0,0,1,0,0,0
916,W.A.S.P.,1,0,0,0,0,0,1,0,0,0
917,Black Sabbath,1,0,0,0,0,0,1,0,0,1
918,Deep Purple,1,0,0,0,0,0,1,0,0,1
919,Snow Patrol,1,1,1,0,1,0,0,0,1,0
920,White Lies,1,0,1,1,1,0,1,0,1,0
921,The Fray,1,1,1,0,1,0,0,0,1,0
922,Jimmy Eat World,1,0,1,0,1,0,0,0,1,0
923,Hurts,0,1,1,1,1,0,0,1,0,0
924,Blue October,1,0,1,0,1,0,0,0,1,0
925,Starsailor,1,1,1,0,1,0,0,0,0,0
926,David Gray,0,0,1,0,0,0,0,0,0,0
927,Imogen Heap,1,1,1,1,1,1,0,1,0,0
928,The Verve,1,0,1,0,1,0,0,0,1,0
929,Thirteen Senses,1,0,1,0,1,0,0,0,1,0
930,Gary Jules,0,0,0,0,1,0,0,0,0,0
931,Eisley,0,0,1,0,1,1,0,0,1,0
932,Vampire Weekend,1,1,1,0,1,0,0,1,1,0
933,Lady Sovereign,0,1,0,1,0,1,0,0,0,0
934,The Chemical Brothers,0,0,1,1,0,0,0,1,0,0
935,Freemasons,0,0,0,1,0,1,0,1,0,0
936,Digitalism,0,0,0,1,0,0,0,1,0,0
937,Fatboy Slim,1,1,0,1,0,0,0,1,0,0
938,Justice,0,1,0,1,1,0,0,1,0,0
939,Armand van Helden,0,0,0,1,0,0,0,1,0,0
940,MGMT,1,1,1,1,1,0,0,1,1,0
941,deadmau5,0,0,0,1,0,0,0,1,0,0
942,Martin Solveig,0,0,0,1,0,0,0,1,0,0
943,Lone,0,0,0,1,0,0,0,0,0,0
944,Simian Mobile Disco,0,0,0,1,1,0,0,1,0,0
945,The Offspring,1,0,1,0,1,0,0,0,1,0
946,Michael Gray,0,1,0,1,0,1,0,1,0,0
947,MSTRKRFT,0,0,0,1,1,1,0,1,0,0
948,Calvin Harris,0,1,0,1,1,0,0,1,0,0
949,Pendulum,0,0,0,1,0,0,0,1,0,0
