,Artista,rock,pop,alternative,eletronic,indie,female vocalist,80s,dance,alternative rock,classic rock
474,Guf,0,0,0,0,0,0,0,0,0,0
475,Simple Plan,1,1,1,0,1,0,0,0,1,0
476,Jeremih,0,0,0,0,0,0,0,0,0,0
477,Centr,0,0,0,0,0,0,0,0,0,0
478,Ne-Yo,0,1,0,0,0,0,0,1,0,0
479,Kelis,0,1,1,1,0,1,0,1,0,0
480,30 Seconds to Mars,1,0,1,1,1,0,0,0,1,0
481,The Birthday Massacre,1,0,1,1,0,1,0,0,0,0
482,Three Days Grace,1,0,1,0,0,0,0,0,1,0
483,Limp Bizkit,1,0,1,0,0,0,0,0,1,0
484,Seether,1,0,1,0,0,0,0,0,1,0
485,Fort Minor,1,0,1,0,0,0,0,0,0,0
486,Funeral for a Friend,1,0,1,0,0,0,0,0,1,0
487,Lostprophets,1,0,1,0,0,0,0,0,1,0
488,Finch,1,0,1,0,0,0,0,0,0,0
489,This Beautiful Republic,0,0,1,0,0,0,0,0,1,0
490,Cold,1,0,1,0,0,0,0,0,1,0
491,Papa Roach,1,0,1,0,0,0,0,0,1,0
492,Paramore,1,1,1,0,1,1,0,1,1,0
493,Flyleaf,1,0,1,0,0,1,0,0,1,0
494,Bullet for My Valentine,0,0,1,0,0,0,0,0,0,0
495,Angels & Airwaves,1,0,1,0,1,0,0,0,1,0
496,LaFee,1,1,1,0,0,1,0,0,0,0
497,In Flames,0,0,0,0,0,0,0,0,0,0
498,HIM,1,1,1,0,0,0,0,0,1,0
499,Digital Summer,0,0,1,0,0,0,0,0,1,0
500,Anathema,0,0,0,0,0,0,0,0,0,0
501,Saosin,1,0,0,0,0,0,0,0,1,0
502,Tracktor Bowling,0,0,1,0,0,0,0,0,1,0
503,Pitchshifter,0,0,0,1,0,0,0,0,0,0
504,P.O.D.,1,0,1,0,0,0,0,0,1,0
505,U2,1,1,1,1,1,0,1,0,1,1
506,Deftones,1,0,1,0,0,0,0,0,1,0
507,Traff!c,0,0,1,0,0,0,0,0,1,0
508,Ill Niño,1,0,0,0,0,0,0,0,0,0
509,Clan of Xymox,0,0,0,1,0,0,1,0,0,0
510,Celldweller,1,0,1,1,0,0,0,0,0,0
511,Korn,1,0,1,1,1,0,0,0,1,0
512,Within Temptation,1,1,0,0,0,1,0,0,0,0
513,Static-X,1,0,1,0,0,0,0,0,0,0
514,Fluke,0,1,0,1,0,0,0,1,0,0
515,happysad,1,0,1,0,1,0,0,0,0,0
516,Lacrimosa,0,0,0,0,0,0,0,0,0,0
517,Lindsay Lohan,1,1,1,0,0,1,0,1,0,0
518,Jeffree Star,0,1,0,1,0,0,0,1,0,0
519,Gwen Stefani,1,1,1,1,1,1,0,1,0,0
520,La Roux,0,1,1,1,1,1,0,1,0,0
521,Lil' Wayne,0,1,0,0,0,0,0,0,0,0
522,Pixie Lott,0,1,0,1,0,1,0,1,0,0
523,Paul van Dyk,1,0,1,1,0,0,0,1,0,0
524,Alphabeat,1,1,0,1,1,1,1,1,0,0
525,Taio Cruz,0,1,0,0,0,0,0,1,0,0
526,Little Boots,0,1,1,1,1,1,0,1,0,0
527,Oasis,1,1,1,0,1,0,0,0,1,1
528,No Doubt,1,1,1,1,1,1,1,1,1,0
529,Sophie Ellis-Bextor,1,1,0,1,0,1,0,1,0,0
530,Good Charlotte,1,0,1,1,0,0,0,1,1,0
531,The Used,1,0,1,0,1,0,0,0,1,0
532,Maroon 5,1,1,1,1,1,0,0,1,1,0
533,Gossip,1,0,1,1,1,1,0,1,1,0
534,Fall Out Boy,1,1,1,0,1,0,0,0,1,0
535,Space Cowboy,0,0,0,1,0,0,0,1,0,0
536,Pitty,1,0,1,0,0,1,0,0,1,0
537,Nicole Scherzinger,0,1,0,0,0,1,0,1,0,0
538,Adam Lambert,1,1,1,0,0,0,0,1,0,0
539,Flo Rida,0,1,0,0,0,0,0,1,0,0
540,The Ting Tings,1,1,1,1,1,1,0,1,1,0
541,Kid Cudi,0,0,0,0,0,0,0,1,0,0
542,Ellie Goulding,0,1,1,1,1,1,0,1,0,0
543,The Sonics,1,0,0,0,0,0,0,0,0,0
544,The Fleshtones,0,0,0,0,0,0,1,0,0,0
545,The Satelliters,0,0,0,0,0,0,0,0,0,0
546,The Barracudas,0,0,0,0,0,0,1,0,0,0
547,The Staggers,0,0,0,0,0,0,0,0,0,0
548,The Kinks,1,1,0,0,0,0,1,0,0,1
549,The Swingin' Neckbreakers,0,0,0,0,0,0,0,0,0,0
550,The Strollers,0,0,0,0,0,0,0,0,0,0
551,The Fuzztones,0,0,0,0,0,0,0,0,0,0
552,The Maharajas,0,0,0,0,0,0,0,0,0,0
553,Southern Culture on the Skids,0,0,0,0,0,0,0,0,0,0
554,The Woggles,0,0,0,0,0,0,0,0,0,0
555,The Untamed Youth,0,0,0,0,0,0,0,0,0,0
556,The Who,1,1,0,0,0,0,0,0,0,1
557,Small Faces,1,0,0,0,0,0,0,0,0,1
558,Mahalia Jackson,0,0,0,0,0,0,0,0,0,0
559,Howlin' Wolf,0,0,0,0,0,0,0,0,0,0
560,Jackie Wilson,0,0,0,0,0,0,0,0,0,0
561,Sam Cooke,0,0,0,0,0,0,0,0,0,0
562,The Vice Barons,0,0,0,0,0,0,0,0,0,0
563,Otis Redding,1,0,0,0,0,0,0,0,0,0
564,Little Richard,1,0,0,0,0,0,0,0,0,1
565,LaVern Baker,0,0,0,0,0,0,0,0,0,0
566,Ray Charles,1,0,0,0,0,0,0,0,0,1
567,The Detroit Cobras,1,0,1,0,1,1,0,0,0,0
568,Big Mama Thornton,0,0,0,0,0,0,0,0,0,0
569,Aretha Franklin,0,1,0,0,0,1,1,0,0,0
570,Marvin Gaye,0,0,0,0,0,0,1,0,0,0
571,Ruth Brown,0,0,0,0,0,0,0,0,0,0
572,James Brown,0,0,0,0,0,0,0,0,0,0
573,Big Maybelle,0,0,0,0,0,0,0,0,0,0
574,Muddy Waters,1,0,0,0,0,0,1,0,0,0
575,Elmore James,0,0,0,0,0,0,0,0,0,0
576,Sonny Boy Williamson,1,0,0,0,0,0,0,0,0,1
577,John Lee Hooker,1,0,0,0,0,0,1,0,0,1
578,The Isley Brothers,0,0,0,0,0,0,0,1,0,0
579,Chuck Berry,1,0,0,0,0,0,0,0,0,1
580,Professor Longhair,0,0,0,0,0,0,0,0,0,0
581,Sister Rosetta Tharpe,0,0,0,0,0,0,0,0,0,0
582,Big Joe Turner,0,0,0,0,0,0,0,0,0,0
583,Andre Williams,0,0,0,0,0,0,0,0,0,0
584,Louis Prima,0,0,0,0,0,0,0,0,0,0
585,Charles Aznavour,0,0,0,0,0,0,0,0,0,0
586,Ennio Morricone,0,0,0,0,0,0,0,0,0,0
587,Renato Carosone,0,1,0,0,0,0,0,0,0,0
588,The Pretty Things,0,0,0,0,0,0,0,0,0,1
589,The Titty Twisters Orchestra,0,0,0,0,0,0,0,0,0,0
590,The Montesas,0,0,0,0,0,0,0,0,0,0
591,The Easybeats,0,0,0,0,0,0,0,0,0,1
592,The Gruesomes,0,0,0,0,0,0,0,0,0,0
593,David Bowie,1,1,1,1,1,0,1,1,1,1
594,le bowl,0,0,0,1,0,0,0,0,0,0
595,Prince,1,1,0,0,0,0,1,1,0,1
596,Iron & Wine,1,0,1,0,1,0,0,0,0,0
597,Aphex Twin,0,0,0,1,0,0,0,0,0,0
598,Kings of Convenience,1,0,1,0,1,0,0,0,0,0
599,Beastie Boys,1,0,1,1,0,0,1,0,1,0
600,José González,0,1,0,0,1,0,0,0,0,0
601,Jethro Tull,1,0,0,0,0,0,0,0,0,1
602,Tortoise,0,1,0,0,1,0,0,1,0,0
603,Nick Drake,1,0,0,0,1,0,0,0,0,1
604,Miles Davis,0,1,0,0,0,0,1,0,0,0
605,The Sea and Cake,1,1,0,0,1,0,0,0,0,0
606,Talking Heads,1,1,1,0,1,0,1,0,1,1
607,John Coltrane,0,0,0,0,0,0,0,0,0,0
608,Pearl Jam,1,0,1,0,0,0,1,0,1,1
609,Elliott Smith,1,0,1,0,1,0,1,0,0,0
610,Squarepusher,0,0,0,1,0,0,0,0,0,0
611,The Roots,0,0,1,0,0,0,0,0,0,0
612,Belle and Sebastian,1,1,1,0,1,0,0,0,1,0
613,A Tribe Called Quest,0,0,0,0,0,0,1,0,0,0
614,Pulp,1,1,1,0,1,0,0,0,0,0
615,The Album Leaf,0,0,1,1,1,0,0,0,1,0
616,Sufjan Stevens,1,1,1,1,1,0,0,1,1,0
617,Clogs,0,0,0,0,0,0,0,0,0,0
618,Great Lake Swimmers,0,0,0,0,1,0,0,0,0,0
619,Thelonious Monk,0,0,0,0,0,0,0,0,0,0
620,A.A. Bondy,0,0,0,0,0,0,0,0,0,0
621,Saint Etienne,0,1,1,1,1,1,0,1,0,0
622,Andrew York,0,0,0,0,0,0,0,0,0,0
623,of Montreal,1,1,1,1,1,0,0,0,0,0
624,Neil Young,1,0,0,0,0,0,1,0,0,1
625,Einstürzende Neubauten,0,0,1,0,0,0,0,0,0,0
626,Explosions in the Sky,0,0,1,0,1,0,0,0,0,0
627,Ornette Coleman,0,0,0,0,0,0,0,0,0,0
628,Μιχάλης Χατζηγιάννης,0,0,0,0,0,0,0,0,0,0
629,Teen Angels,0,1,0,0,0,0,0,0,0,0
630,Ivi Adamou,0,1,0,0,0,0,0,0,0,0
631,Helena Paparizou,0,1,0,0,0,1,0,1,0,0
632,Kalomoira,0,1,0,0,0,1,0,1,0,0
633,Milan Stanković,0,0,0,0,0,0,0,0,0,0
634,Άννα Βισση,1,1,0,0,0,1,0,0,0,0
635,Laura Pausini,0,1,0,0,0,1,0,0,0,0
636,Banghra,0,0,0,0,0,0,0,0,0,0
637,Nikolas Metaxas,1,0,1,0,0,0,0,0,0,0
638,Inna,0,1,0,1,0,1,0,1,0,0
639,Stavento,0,0,0,0,0,0,0,0,0,0
640,RBD,0,1,1,0,0,0,0,0,0,0
641,Eleftheria Eleftheriou,0,1,0,0,1,1,0,0,0,0
642,Antonis Remos,0,1,0,0,0,0,0,0,0,0
643,D'Nash,0,0,0,0,0,0,0,0,0,0
644,Giorgos Papadopoulos,0,0,1,0,0,0,0,0,0,0
645,Funky G,0,0,0,0,0,0,0,0,0,0
646,Hadise,0,1,0,0,0,1,0,1,0,0
647,Watch Tower Bible and Tract Society of PA,0,0,0,0,0,0,0,0,0,0
648,Onirama,0,0,0,0,0,0,0,0,0,0
649,Jessy Matador,0,1,0,0,0,0,0,1,0,0
650,Master Tempo,0,0,0,0,0,0,0,0,0,0
651,Paolo Meneguzzi,0,1,0,0,0,0,0,0,0,0
652,Floricienta,0,1,0,0,0,0,0,0,0,0
653,Erreway,0,1,0,0,0,0,0,0,0,0
654,Dima Bilan,0,1,0,1,0,0,0,1,0,0
655,Stromae,0,1,0,1,0,0,0,1,0,0
656,Tamta,0,1,0,0,0,1,0,0,0,0
657,Sakis Rouvas,0,0,0,0,0,0,0,0,0,0
658,Karolina,0,0,0,0,0,0,0,0,0,0
659,Giannis Ploutarxos,0,0,0,0,0,0,0,0,0,0
660,Chanée & N'evergreen,0,0,0,0,0,0,0,0,0,0
661,Evridiki,1,1,1,0,0,1,0,1,0,0
662,Mando,1,1,1,0,0,0,0,0,0,0
663,Eric Saade,0,1,0,0,0,0,0,0,0,0
664,Safura,0,1,0,0,0,0,0,0,0,0
665,Alkistis Protopsalti,0,0,0,0,0,0,0,0,0,0
666,Denise Rosenthal,0,0,0,0,0,0,0,0,0,0
667,Christos Dantis,0,0,0,0,0,0,0,0,0,0
668,Darin,0,1,0,1,0,0,0,1,0,0
669,Despoina Olympiou,1,0,1,0,0,0,0,0,0,0
670,Yohanna,0,1,0,0,0,0,0,0,0,0
671,Kostas Martakis,0,1,0,0,0,0,0,0,0,0
672,Soulthrow,1,0,1,0,1,0,0,0,0,0
673,Glee Cast,1,1,1,1,0,1,0,1,0,0
674,The Veronicas,1,1,1,1,0,1,0,1,0,0
675,Demi Lovato,1,1,1,1,1,1,0,1,0,0
676,Lights,0,1,0,1,1,1,0,0,0,0
677,John Mayer,1,1,1,0,1,0,1,0,1,0
678,American Idiot Cast,0,0,0,0,0,0,0,0,0,0
679,Nick Jonas & The Administration,1,0,0,0,0,0,0,0,0,0
680,Selena Gomez & the Scene,1,1,0,1,0,1,0,1,0,0
681,All Time Low,1,0,1,0,0,0,0,0,1,0
682,Honor Society,1,1,0,0,0,0,0,0,0,0
683,Florence + the Machine,1,1,1,1,1,1,0,0,1,0
684,Marina & the Diamonds,0,1,1,1,1,1,0,1,0,0
685,Owl City,1,1,1,1,1,0,0,0,1,0
686,Mitchel Musso,0,0,0,0,0,0,0,0,0,0
687,Hey Monday,1,1,1,0,0,1,0,0,1,0
688,Darren Criss,0,0,0,0,0,0,0,0,0,0
689,Push Play,0,0,0,0,0,0,0,0,0,0
690,The Pierces,1,0,1,0,1,1,0,0,0,0
691,Sia,1,1,1,1,1,1,0,1,0,0
692,Duncan Sheik & Steven Sater,0,0,0,0,0,0,0,0,0,0
693,Esmée Denters,0,0,0,0,0,0,0,0,0,0
694,Boyce Avenue,0,0,1,0,1,0,0,0,1,0
695,Shakira,1,1,0,1,1,1,0,1,0,0
696,Ester Dean,0,0,0,0,0,0,0,0,0,0
697,The xx,0,0,1,1,1,0,0,1,0,0
698,The Pretty Reckless,1,1,1,0,1,1,0,0,1,0
699,Engenheiros do Hawaii,1,0,0,0,0,0,0,0,0,1
700,AC/DC,1,0,1,0,0,0,1,0,0,1
701,Metallica,1,0,1,0,0,0,1,0,0,1
702,Capital Inicial,1,1,1,0,0,0,0,0,1,0
703,The White Stripes,1,0,1,0,1,0,1,0,1,1
704,Black Label Society,1,0,0,0,0,0,0,0,0,0
705,Mark Knopfler,1,0,0,0,0,0,1,0,0,1
706,Dire Straits,1,0,0,0,0,1,1,0,0,1
707,Gotthard,1,0,0,0,0,0,0,0,0,1
708,Legião Urbana,1,0,0,0,0,0,1,0,1,1
709,R.E.M.,1,1,1,0,1,0,1,0,1,1
710,Kaiser Chiefs,1,1,1,0,1,0,0,0,1,0
711,Electric Light Orchestra,1,0,0,0,0,0,1,0,0,1
712,Johnny Cash,1,0,1,0,1,0,1,0,0,1
713,Orishas,0,0,0,0,0,0,0,0,0,0
714,Social Distortion,1,0,1,0,0,0,0,0,1,0
715,Wim Mertens,0,0,0,0,0,0,0,0,0,0
716,ATB,0,0,0,1,0,0,0,1,0,0
717,Buena Vista Social Club,0,0,0,0,0,0,0,0,0,0
718,Ozzy Osbourne,1,0,0,0,0,0,1,1,0,1
719,Titãs,1,0,0,0,0,0,1,0,0,0
720,Apocalyptica,1,0,1,1,0,0,0,0,1,0
721,Era,0,0,0,0,0,0,0,0,0,0
722,Eric Clapton,1,0,1,0,0,0,1,0,1,1
723,Sacred Spirit,0,0,0,0,0,0,0,0,0,0
724,Eagles,1,1,0,0,0,0,1,0,0,1
725,1200 Micrograms,0,0,0,1,0,0,0,0,0,0
726,Alice Cooper,1,0,0,0,0,0,1,0,0,1
727,John Lennon,1,1,1,0,0,0,1,0,0,1
728,Bruce Springsteen,1,0,0,0,0,0,1,0,0,1
729,The Rolling Stones,1,1,1,0,0,0,1,0,0,1
730,Eliades Ochoa,0,0,0,0,0,0,0,0,0,0
731,Trans-Siberian Orchestra,0,0,0,0,0,0,0,0,0,0
732,DJ Tiësto,0,0,0,0,0,0,0,0,0,0
733,Lulu Santos,1,1,0,0,0,0,0,0,0,0
734,Nadja,0,0,0,0,0,0,0,0,0,0
735,Autechre,0,0,0,1,0,0,0,0,0,0
736,Aidan Baker & thisquietarmy,0,0,0,0,0,0,0,0,0,0
737,Salem,0,0,0,1,0,0,0,0,0,0
738,Carbon Based Lifeforms,0,0,0,1,0,0,0,0,0,0
739,Boards of Canada,0,0,0,1,1,0,0,1,0,0
740,Casino Versus Japan,0,0,0,0,0,0,0,0,0,0
741,Bill Withers,0,0,0,0,0,0,0,0,0,1
742,Jesu,0,0,0,0,0,0,0,0,0,0
743,Boris,0,0,0,0,0,0,0,0,0,0
744,Secede,0,0,0,1,0,0,0,0,0,0
745,Maximum the Hormone,0,0,0,0,0,0,0,0,0,0
746,65daysofstatic,0,0,0,1,1,0,0,0,0,0
747,Arovane,0,0,0,1,0,0,0,0,0,0
748,Crystal Castles,0,0,0,1,1,1,0,1,1,0
749,Психея,0,0,1,0,1,0,0,0,1,0
750,#####,0,0,1,0,0,0,0,0,0,0
751,LAKE R▲DIO,0,0,0,1,0,0,0,0,0,0
752,Asian Dub Foundation,0,0,1,1,0,0,0,1,0,0
753,the Chemodan,0,0,0,0,0,0,0,0,0,0
754,Mono,0,0,0,0,0,0,0,0,0,0
755,16 Horsepower,0,0,0,0,0,0,0,0,0,0
756,Multiplex,0,0,0,0,0,0,0,0,0,0
757,Ben Frost,0,0,0,1,0,0,0,0,0,0
758,Gridlock,0,0,0,1,0,0,0,0,0,0
759,Enter Shikari,0,0,1,1,0,0,0,0,1,0
760,Isis,0,0,0,0,0,0,0,0,0,0
761,HORSE the band,0,0,0,1,0,0,0,0,0,0
762,Lazzich,0,0,0,0,0,0,0,0,0,0
763,Proem,0,0,0,0,0,0,0,0,0,0
764,electronicmicroanimal,0,0,0,0,0,0,0,0,0,0
765,Mooncake,0,0,0,0,0,0,0,0,0,0
766,Gastón Arévalo,0,0,0,1,0,0,0,0,0,0
767,sokpb avabodha,0,0,0,0,0,0,0,0,0,0
768,The Crystal Method,0,0,0,1,0,1,0,1,0,0
769,Ochre,0,0,0,1,0,0,0,0,0,0
770,Bring Me The Horizon,0,0,0,0,0,0,0,0,0,0
771,Gimmik,0,0,0,1,0,0,0,0,0,0
772,Fail Emotions,0,0,0,0,0,0,0,0,0,0
773,Solar Fields,0,0,0,1,0,0,0,0,0,0
774,Digitonal,0,0,0,1,0,0,0,0,0,0
775,Jackson and His Computer Band,0,0,0,0,0,0,0,0,0,0
776,Fear Factory,0,0,0,0,0,0,0,0,0,0
777,Mandy Moore,1,1,0,0,1,1,0,1,0,0
778,Paulina Rubio,0,1,0,0,0,1,0,1,0,0
779,Fey,1,1,0,0,0,1,0,1,0,0
780,Dannii Minogue,0,1,1,1,0,1,1,1,0,0
781,Belinda,1,1,0,0,0,1,0,1,0,0
782,Marie Serneholt,0,1,0,0,0,1,0,1,0,0
783,Thalía,1,1,0,1,0,1,0,1,0,0
784,Hannah Montana,0,1,0,0,0,1,0,0,0,0
785,A*Teens,0,1,0,1,0,1,0,1,0,0
786,Gloria Trevi,0,1,0,0,0,1,0,1,0,0
787,Anna Carina,0,1,0,0,0,1,0,0,0,0
788,Emily Osment,0,1,0,1,0,1,0,1,0,0
789,Geri Halliwell,1,1,0,0,0,1,0,1,0,0
790,Junior Caldera feat Sophie Ellis Bextor,0,0,0,0,0,0,0,0,0,0
791,Atomic Kitten,1,1,0,1,1,1,0,1,0,0
792,5ive,0,1,0,0,1,0,0,0,0,0
793,Anahí,1,1,1,1,0,1,0,1,0,0
794,Five,0,1,0,0,0,0,0,1,0,0
795,Darkest Hour,0,0,0,0,0,0,0,0,0,0
796,Parkway Drive,0,0,0,0,0,0,0,0,0,0
797,Soilwork,0,0,0,0,0,0,0,0,0,0
798,Crematory,0,0,0,0,0,0,0,0,0,0
799,Rise Against,1,0,1,0,0,0,0,0,1,0
800,The Black Dahlia Murder,0,0,0,0,0,0,0,0,0,0
801,All That Remains,1,0,0,0,0,0,0,0,0,0
802,Sonic Syndicate,0,0,0,0,0,0,0,0,0,0
803,Dark Tranquillity,0,0,0,1,0,0,0,0,0,0
804,As I Lay Dying,0,0,0,1,0,0,0,0,0,0
805,Caliban,0,0,1,0,0,0,0,0,0,0
806,Killswitch Engage,1,0,0,0,0,0,0,0,0,0
807,A Day to Remember,0,0,1,0,0,0,0,0,0,0
808,Corpus Christi,0,0,0,0,0,0,0,0,0,0
809,36 Crazyfists,0,0,0,0,0,0,0,0,0,0
810,Avatar,0,0,0,0,0,0,0,0,1,0
811,At the Gates,0,0,0,0,0,0,0,0,0,0
812,Amon Amarth,0,0,0,0,0,0,0,0,0,0
813,Evading Downfall,0,0,0,0,0,0,0,0,0,0
814,August Burns Red,0,0,0,0,0,0,0,0,0,0
815,Ensiferum,0,0,0,0,0,0,0,0,0,0
816,Whitechapel,0,0,0,0,0,0,0,0,0,0
817,Divine Heresy,0,0,0,0,0,0,0,0,0,0
818,Ignite,0,0,0,0,0,0,0,0,0,0
819,From a Second Story Window,0,0,0,0,0,0,0,0,0,0
820,It Prevails,0,0,0,0,0,0,0,0,0,0
821,Atreyu,1,0,0,0,0,0,0,0,0,0
822,Emmure,0,0,0,0,0,0,0,0,0,0
823,I Killed the Prom Queen,0,0,0,0,0,0,0,0,0,0
824,Suffokate,0,0,0,0,0,0,0,0,0,0
825,Five Finger Death Punch,0,0,0,0,0,0,0,0,0,0
826,Scar Symmetry,0,0,0,0,0,0,0,0,0,0
827,Butterfly Coma,0,0,0,0,0,0,0,0,0,0
828,Eluveitie,0,0,0,0,0,0,0,0,0,0
829,Debeli Precjednik,0,0,0,0,0,0,0,0,0,0
830,All Shall Perish,0,0,0,0,0,0,0,0,0,0
831,Millencolin,1,0,0,0,0,0,0,0,0,0
832,Slayer,0,0,0,0,0,0,1,0,0,0
833,Despised Icon,0,0,0,0,0,0,0,0,0,0
834,Pantera,1,0,0,0,0,0,1,0,0,0
835,Pain Confessor,0,0,0,0,0,0,0,0,0,0
836,The Dillinger Escape Plan,0,0,0,0,0,0,0,0,0,0
837,Lamb of God,1,0,0,0,0,0,0,0,0,0
838,The Mercury Arc,0,0,0,0,0,0,0,0,0,0
839,Ego Fall,0,0,0,0,0,0,0,0,0,0
840,Feed Her To The Sharks,0,0,0,0,0,0,0,0,0,0
841,Haste the Day,0,0,0,0,0,0,0,0,0,0
842,Manic Street Preachers,1,0,1,0,1,0,1,0,1,0
843,The Stranglers,1,1,1,0,0,0,1,0,0,0
844,Therapy?,1,0,1,0,0,0,0,0,1,0
845,Alice in Chains,1,0,1,0,0,0,0,0,1,0
846,Jane's Addiction,1,0,1,0,0,0,0,0,1,0
847,Soundgarden,1,0,1,0,0,0,0,0,1,0
848,The Clash,1,1,1,0,0,0,1,0,0,1
849,PJ Harvey,1,0,1,0,1,1,1,0,1,0
850,Pixies,1,0,1,0,1,0,1,0,1,0
851,Stone Temple Pilots,1,0,1,0,0,0,0,0,1,0
852,Killing Joke,1,0,0,1,0,0,1,0,1,0
853,Primal Scream,1,0,1,1,1,0,0,1,1,0
854,The Velvet Underground,1,0,1,0,1,0,1,0,1,1
855,Ministry,0,0,0,1,0,0,1,1,0,0
856,Republika,1,0,0,0,0,0,0,0,1,0
857,Virgin Prunes,0,0,1,0,0,0,1,0,0,0
858,Nick Cave and the Bad Seeds,1,0,1,0,1,0,1,0,1,0
859,The Doors,1,0,1,0,0,0,0,0,0,1
860,Afghan Whigs,0,0,1,0,1,0,0,0,1,0
861,Skeletal Family,0,0,0,0,0,0,1,0,0,0
862,New Model Army,0,0,1,0,1,0,1,0,1,0
863,Closterkeller,0,0,0,0,0,0,0,0,0,0
864,Porno for Pyros,0,0,0,0,0,0,0,0,0,0
865,Roxy Music,1,1,0,0,0,0,1,0,0,1
866,Bauhaus,1,0,1,0,0,0,1,0,0,0
867,Revolting Cocks,0,0,0,0,0,0,0,0,0,0
868,Alphaville,1,1,1,1,0,0,1,1,1,0
869,Wolfsheim,0,0,0,1,0,0,0,0,0,0
870,Can,0,0,0,0,0,0,0,0,0,0
871,Nitzer Ebb,0,0,0,1,0,0,1,1,0,0
872,Kyuss,1,0,0,0,0,0,0,0,0,0
873,The Jesus Lizard,0,0,1,0,0,0,0,0,0,0
874,Tiamat,1,0,0,0,0,0,0,0,0,0
875,Brygada Kryzys,0,0,0,0,0,0,0,0,0,0
876,Tracy Chapman,1,0,0,0,1,1,0,0,0,0
877,Dragonette,1,1,1,1,1,1,0,1,0,0
878,New Young Pony Club,0,1,1,1,1,1,0,1,0,0
879,Siobhan Donaghy,0,1,1,1,0,1,0,0,0,0
880,Cyndi Lauper,1,1,1,1,0,1,1,1,0,0
881,Kelly Osbourne,1,1,0,1,0,1,0,1,0,0
882,Jewel,1,1,0,0,0,1,0,0,0,0
883,Dixie Chicks,1,1,0,0,0,1,0,0,0,0
884,Kate Miller-Heidke,0,0,0,0,0,0,0,0,0,0
885,Sneaky Sound System,0,0,0,1,0,0,0,1,0,0
886,Chew Lips,0,1,0,1,1,1,0,0,0,0
887,Noisettes,1,0,1,0,1,1,0,0,1,0
888,Shakespear's Sister,0,0,1,0,0,0,0,1,0,0
889,Tegan and Sara,1,1,1,1,1,1,0,1,0,0
890,Missy Higgins,1,1,1,0,1,1,0,0,1,0
891,Annie Lennox,1,1,1,0,1,1,1,0,0,0
892,VV Brown,0,1,1,1,1,1,0,0,0,0
893,The Cast Of Buffy The Vampire Slayer,1,0,0,0,0,0,0,0,0,0
894,Amy Winehouse,1,1,1,0,1,1,0,1,0,0
895,Rogue Traders,0,0,0,0,0,0,0,1,0,0
896,Crowded House,1,1,0,0,0,0,1,0,0,0
897,Girls Aloud,0,1,0,1,0,1,0,1,0,0
898,Timbaland,0,1,0,1,0,0,0,1,0,0
899,Vanessa Hudgens,1,1,0,0,0,1,0,1,0,0
900,Delta Goodrem,0,1,0,0,0,1,0,0,0,0
901,John Williams,0,0,0,0,0,0,0,0,0,0
902,Rachel Stevens,0,1,0,0,0,0,0,0,0,0
903,Carter Burwell,0,0,0,0,0,0,0,0,0,0
904,Destiny's Child,1,1,0,0,0,1,0,1,0,0
905,Medina,0,1,0,1,0,1,0,1,0,0
906,Alexandra Burke,0,1,0,0,0,1,0,0,0,0
907,Vanessa S.,0,0,0,0,0,0,0,0,0,0
908,Iron Maiden,1,0,0,0,0,0,1,0,0,1
909,Megadeth,1,0,0,0,0,0,1,0,0,0
910,Savatage,0,0,0,0,0,0,0,0,0,0
911,Dream Theater,1,0,0,0,0,0,0,0,0,0
912,Circle II Circle,1,0,0,0,0,0,0,0,0,0
913,Bruce Dickinson,1,0,0,0,0,0,0,0,0,0
914,Children of Bodom,1,0,1,0,0,0,0,0,0,0
915,Angra,1,0,1,0,0,0,0,0,1,1
916,Andre Matos,0,0,0,0,0,0,0,0,0,0
917,Shaaman,0,0,0,0,0,0,0,0,0,0
918,Hangar,0,0,0,0,0,0,0,0,0,0
919,Helloween,1,0,0,0,0,0,1,0,0,0
920,Viper,0,0,0,0,0,0,0,0,0,0
921,Nightwish,1,1,1,0,0,1,0,0,0,0
922,Dr. Sin,0,0,0,0,0,0,0,0,0,0
923,Matanza,1,0,0,0,0,0,0,0,0,0
924,Wizards,0,0,0,0,0,0,0,0,0,0
925,Angel Dust,0,0,0,0,0,0,0,0,0,0
926,Bittencourt Project,1,0,0,0,0,0,0,0,0,0
927,Kamelot,0,0,0,0,0,0,0,0,0,0
928,Stratovarius,1,0,0,0,0,0,1,0,0,0
929,Hibria,0,0,0,0,0,0,0,0,0,0
930,Mindflow,0,0,0,0,0,0,0,0,0,0
931,Rage,0,0,0,0,0,0,0,0,0,0
932,Tribuzy,0,0,0,0,0,0,0,0,0,0
933,Iced Earth,0,0,0,0,0,0,0,0,0,0
934,Nevermore,0,0,0,0,0,0,0,0,0,0
935,Symphony X,1,0,0,0,0,0,0,0,0,0
936,Journey,1,0,0,0,0,0,1,1,0,1
937,Avantasia,1,0,0,0,0,0,0,0,0,0
938,Testament,0,0,0,0,0,0,1,0,0,0
939,Burning in Hell,0,0,0,0,0,0,0,0,0,0
940,Death,1,0,0,0,0,0,0,0,0,0
941,Kiko Loureiro,0,0,0,0,0,0,0,0,0,0
942,Bon Jovi,1,1,0,0,1,0,1,0,0,1
943,Skid Row,1,0,0,0,0,0,1,0,0,1
944,Arch Enemy,0,0,0,0,0,1,0,0,0,0
